Nachname|Vorname|Geburtsdatum|Erzieherart|Anrede 1.Person|Titel 1.Person|Nachname 1.Person|Vorname 1.Person|Anrede 2.Person|Titel 2.Person|Nachname 2.Person|Vorname 2.Person|Straße|PLZ|Ort|Ortsteil|E-Mail 1. Person|Anschreiben|E-Mail 2. Person
Kuglann|Juliane|09.08.2005|Eltern|Frau||Kuglann|Gülay|Herr||Kuglann|Atilla|Katzenstieg 426|45357|Essen||Kuglann@email.de|J|tahanisa@hotmail.de
Labrot|Anna|01.06.2010|Eltern|Frau||Labrot|Natalia|Herr||Labrot|Iroka Nnevuezi|Biberpelzstraße 161|48143|Münster||Labrot@email.de|J|
Lange|Ursula|31.10.2008|Eltern|Frau||Lange|Kathrin|Herr||Lange|Klaus|Chiemseestraße 307|41238|Mönchengladbach||Lange@email.de|J|
Lange|Ralph|23.02.2010|Eltern|Frau||Lange|Ilka|Herr||Lange|Dirk|Tongrubenweg 480|53340|Meckenheim||Lange@email.de|J|dirksommerfeld1@web.de
Lankenau|Anke|29.12.2009|Eltern|Frau||Lankenau|Anette|Herr||Lankenau|Holger|Rathenaustraße 233|41515|Grevenbroich||Lankenau@email.de|J|
Lassens|Angelika|03.09.2008|Pflegeeltern|Frau||Lassens|Kirsten|Herr||Lassens|Thomas|Brixplatz 3|40237|Düsseldorf||Lassens@email.de|J|
Lettermann|Annett|14.12.2007|Eltern|Frau||Lettermann|Sina|Herr||Lettermann|Mihael|Eiselenweg 212|48429|Rheine||Lettermann@email.de|J|
Leve|Antje|28.07.2008|Eltern|Frau||Leve|Alexandra|Herr||Leve|Tobias|Straße am Walle 481|51373|Leverkusen||Leve@email.de|J|
Levysohn|Marko|27.11.2006|Eltern|Frau||Levysohn|Nicola|Herr|Dr.|Levysohn|Thomas|Pablo-Neruda-Straße 324|58802|Balve||Levysohn@email.de|J|service@medico-apotheke-velbert.de
Liebisch|Vanessa|03.08.2007|Eltern|Frau||Liebisch|Züleyha|Herr||Liebisch|Vehteddin|Eichenstraße 69|45768|Marl||Liebisch@email.de|J|
Liedemet|Ulrike|11.09.2008|Eltern|Frau||Liedemet|Lidia|Herr||Liedemet|Waldemar|Karl-Marx-Allee 210|58119|Hagen||Liedemet@email.de|J|waldemar-bednorz@gmx.de
Lindemann|Martin|28.04.2008|Eltern|Frau||Lindemann|Jennifer|Herr||Lindemann|Peter|Stellingdamm 16|47626|Kevelaer||Lindemann@email.de|J|
Lindemann|Sophia|31.01.2009|Eltern|Frau||Lindemann|Eva-Verena|Herr||Lindemann|Juri|Nagelgasse 71|58455|Witten||Lindemann@email.de|J|
Linneborn|Daniel|24.08.2004|Eltern|Frau||Linneborn|Adelheid|Herr||Linneborn|Joachim|Bachstraße 408|50827|Köln||Linneborn@email.de|J|
Lins|Sabrina|22.04.2008|Eltern|Frau||Lins|Katrin|Herr||Lins|Martin|Erpetaler Weg 68|48145|Münster||Lins@email.de|J|
Lippmann|Kathrin, Katrin|07.08.2004|Eltern|Frau||Lippmann|Sabine|Herr||Lippmann|Stefan|Spindlers Hof 39|00000|unbekannt verzogen||Lippmann@email.de|J|
Liskow|Nadine|27.05.2009|Eltern|Frau||Liskow|Christine|Herr||Liskow|Arnd|Enkenbacher Weg 216|50170|Kerpen||Liskow@email.de|J|sport.klose@t-online.de
Lochen|Sara|13.08.2008|Mutter|Frau||Lochen|Iris|||||Kakernacks Geßlein 480|48157|Münster||Lochen@email.de|J|
Lochen|Sara|13.08.2008|Vater|Herr||Lochen|Ron|||||Kakernacks Geßlein 480|48157|Münster||Lochen@email.de|J|
Lodde|Leon|20.01.2009|Eltern|Frau||Lodde|Katja|Herr||Lodde|Andreas|Chaussee nach Berlin 78|40213|Düsseldorf||Lodde@email.de|J|v2005@t-online.de
Loeben|Diana|20.11.2005|Eltern|Frau||Loeben|Irina|Herr||Loeben|Alexander|Stadtbahn-Parallelstraße 294|51143|Köln||Loeben@email.de|J|
Lofton|Sabrina|19.07.2006|Mutter|Frau||Lofton|Susanne|||||Straße zum Müggelturm 15|41517|Grevenbroich||Lofton@email.de|J|
Lofton|Sabrina|19.07.2006|Vater|Herr||Lofton|Sylvio|||||Straße zum Müggelturm 15|41517|Grevenbroich||Lofton@email.de|J|
Loosch|Sven|09.06.2008|Eltern|Frau|Dr.|Loosch|Karen|Herr||Loosch|Markus|Stallschreibergasse 300|44227|Dortmund||Loosch@email.de|J|markus.schemken@gmx.net
Lorenses|Sabine|06.05.2005|Eltern|Frau||Lorenses|Claudia|Herr||Lorenses|Axel|Carmerstraße 438|57489|Drolshagen||Lorenses@email.de|J|
Lorenses|Tim|13.11.2009|Eltern|Frau||Lorenses|Thanaa|Herr||Lorenses|Rojeh|Bukesweg 48|33039|Nieheim||Lorenses@email.de|J|rojehkanab@outlook.com
Lottmann|Angelika|20.01.2007|Eltern|Frau||Lottmann|Silvia|Herr||Lottmann|Frank|Schmiedegasse 59|47228|Duisburg||Lottmann@email.de|J|frank.straeter@provinzial.de
Lotz|Tobias|03.02.2004|Eltern|Frau||Lotz|Gülay|Herr||Lotz|Atilla|Stillerzeile 138|40721|Hilden||Lotz@email.de|J|
Lovick|Birgit|24.06.2007|Eltern|Frau||Lovick|Tanja|Herr||Lovick|Christian|Schiefergasse 288|48159|Münster||Lovick@email.de|J|
Lüche|Christina|22.09.2009|Eltern|Frau||Lüche|Maren|Herr||Lüche|Ronny|Franklinstraße 381|58239|Schwerte||Lüche@email.de|J|fischer-ronny@web.de
Lucht|Karolin|26.05.2006|Vormundschaft|Frau||Lucht|Monika|||||Fehleweg 81|52349|Düren||Lucht@email.de|J|
Lückels|Markus|14.07.2010|Eltern|Frau||Lückels|Rüveyda|Herr||Lückels|Oruc|Forststraße 259|47807|Krefeld||Lückels@email.de|J|oruc.altinkaynak@web.de
Lüdersdorf|Andrea|20.04.2010|Eltern|Frau||Lüdersdorf|Ute|Herr||Lüdersdorf|Octave Marcel|Kurstraße 468|42103|Wuppertal||Lüdersdorf@email.de|J|
Ludwig|Philipp|13.11.2004|Eltern|Frau||Ludwig|Claudia|Herr||Ludwig|Klaus|Breite Straße 79|58769|Nachrodt-Wiblingwerde||Ludwig@email.de|J|
Lütkens|Patrick|08.01.2009|Eltern|Frau||Lütkens|Simone|Herr||Lütkens|Olaf|Eitelsdorfer Straße 180|51063|Köln||Lütkens@email.de|J|ot@abconnect.de
Lüttger|Jana|18.06.2006|Eltern|Frau||Lüttger|Konstantina|Herr||Lüttger|Athanasios|Am Berg 63|50733|Köln||Lüttger@email.de|J|
Lux|Andrea|23.03.2005|Eltern|Frau||Lux|Anja|Herr||Lux|Marcus|Rummelsburger Chaussee 186|58730|Fröndenberg||Lux@email.de|J|1MarcusRudolph@gmail.com
Mackiewicz|Eric|26.07.2007|Eltern|Frau||Mackiewicz|Selma|Herr||Mackiewicz|Murat|Am Generalshof 461|50859|Köln||Mackiewicz@email.de|J|
Macmillan|David|05.12.2008|Eltern|Frau||Macmillan|Carolina|Herr||Macmillan|Damiano Cosimo|Rainweg 483|58285|Gevelsberg||Macmillan@email.de|J|
Maletz|Kristian|01.01.2006|Mutter|Frau||Maletz|Kerstin|||||Parkstraße 122|51399|Burscheid||Maletz@email.de|J|
Maletz|Kristian|01.01.2006|Vater|Herr||Maletz|Markus|||||Parkstraße 122|51399|Burscheid||Maletz@email.de|J|
Mallory|Eric|14.04.2004|Eltern|Frau||Mallory|Nadiye|Herr||Mallory|Karsten|Bismarckplatz 87|32545|Bad Oeynhausen||Mallory@email.de|J|
Mandelsloh|Sven|31.03.2007|Eltern|Frau||Mandelsloh|Stefanie|Herr||Mandelsloh|Andreas|Forststraße 313|40476|Düsseldorf||Mandelsloh@email.de|J|andreas.burmester.1610@gmail.com
Mandelsloh|René|23.07.2009|Mutter|Frau||Mandelsloh|Lina|||||Liebknechtstraße 322|59199|Bönen||Mandelsloh@email.de|J|
Mandelsloh|René|23.07.2009|Vater|Herr||Mandelsloh|Jahem|||||Liebknechtstraße 322|59199|Bönen||Mandelsloh@email.de|J|
Maria|Christine|20.05.2008|Eltern|Frau||Maria|Daniela|Herr||Maria|Andreas|Marktplatz 84|50674|Köln||Maria@email.de|J|blotenberga@aol.com
Marten|Ines|26.06.2009|Eltern|Frau||Marten|Patricia|Herr||Marten|Simon |Am Müggelberg 156|44143|Dortmund||Marten@email.de|J|
Marteville|Diana|14.09.2005|Mutter|Frau||Marteville|Graziella|||||Osteroder Eck 217|46395|Bocholt||Marteville@email.de|J|
Marteville|Diana|14.09.2005|Vater|Herr||Marteville|Antonino|||||Osteroder Eck 217|46395|Bocholt||Marteville@email.de|J|
Marung|Kathrin, Katrin|19.11.2006|Eltern|Frau||Marung|Stefanie|Herr||Marung|Björn|Fichtenauer Straße 433|45307|Essen||Marung@email.de|J|b.droescher@gmx.de
Maßem|Heike|17.02.2007|Eltern|Frau||Maßem|Agnes|Herr||Maßem|Witold|Klosterstraße 145|52156|Monschau||Maßem@email.de|J|
Matschke|Eric|05.05.2005|Eltern|Frau||Matschke|Bedrije|Herr||Matschke|Hamit|Keibelstraße 216|50354|Hürth||Matschke@email.de|J|
Matthias|Tobias|29.10.2010|Eltern|Frau||Matthias|Stephanie|Herr||Matthias|Dirk|Am Salzufer beim Speicher 452|46459|Rees||Matthias@email.de|J|d.knapp@hekna.com
Matzen|Marcel|05.08.2005|Mutter|Frau||Matzen|Silke|||||Steingasse 327|47249|Duisburg||Matzen@email.de|J|
Matzen|Marcel|05.08.2005|Vater|||Matzen||Herr||Matzen|Igor|Steingasse 327|47249|Duisburg||Matzen@email.de|J|
Mayfield|Anna|31.10.2006|Eltern|Frau||Mayfield|Ebru|Herr||Mayfield|Mustafa|Parrisiusstraße 413|44137|Dortmund||Mayfield@email.de|J|
Mehrings|Ines|29.06.2008|Eltern|Frau||Mehrings|Mine|Herr||Mehrings|Volker|Landsberger Quer-Gasse 319|58566|Kierspe||Mehrings@email.de|J|volker-knebel@hotmail.de
Melchers|Katja|11.04.2004|Eltern|Frau||Melchers|Minette|Herr||Melchers|Thomas|Berghauser Straße 375|45527|Hattingen||Melchers@email.de|J|
Melchers|Dennis|29.10.2004|Mutter|Frau||Melchers|Carola|||||Alte Fürstenwalder Straße 277|51063|Köln||Melchers@email.de|J|
Melchers|Dennis|29.10.2004|Vater|Herr||Melchers|Mino|||||Alte Fürstenwalder Straße 277|51063|Köln||Melchers@email.de|J|
Menk|Ulrike|13.09.2006|Eltern|Frau||Menk|Daphne|Herr||Menk|Tobias|Bahrendorfer Straße 449|32361|Preußisch Oldendorf||Menk@email.de|J|
Menne|Jürgen|20.02.2008|Eltern|Frau||Menne|Eva|Herr||Menne|Karsten|Spreegäßlein 200|59929|Brilon||Menne@email.de|J|
Mennemann|Michael|07.09.2007|Eltern|Frau||Mennemann|Anja|Herr||Mennemann|Daniel|Boyenallee 63|32429|Minden||Mennemann@email.de|J|
Mennemann|Jens|27.05.2009|Mutter|Frau||Mennemann|Yesim|||||Schreberplatz 268|44149|Dortmund||Mennemann@email.de|J|
Menzel|Jens|21.02.2003|Schüler ist volljährig|Herr||Menzel|Jens|||||Arrheniusweg 42|45136|Essen|||J|
Menzel|Jens|21.02.2003|Eltern|Frau||Menzel|Andrea|Herr||Menzel|Siegfried|Arrheniusweg 42|45136|Essen||Menzel@email.de|J|
Menzel|Dennis|25.08.2008|Eltern|Frau||Menzel|Katrin|Herr||Menzel|Maik|Ostendstraße 44|33102|Paderborn||Menzel@email.de|J|
Meredith|Lukas|10.12.2004|Eltern|Frau||Meredith|Silke|Herr||Meredith|Kalman|Kleine Straße 486|32545|Bad Oeynhausen||Meredith@email.de|J|
Merten|Sabrina|06.09.2007|Eltern|Frau||Merten|Halima|Herr||Merten|Sidi Abdelouhab|Schönecker Weg 126|48727|Billerbeck||Merten@email.de|J|
Meyer|Martina|17.02.2009|Eltern|Frau||Meyer|Nicole|Herr||Meyer|Eugen|Kirchplatz 29|48369|Saerbeck||Meyer@email.de|J|
Michelsen|Jan|22.11.2010|Eltern|Frau||Michelsen|Stjepana|Herr||Michelsen|Zoran|Neue Friedrichstraße 211|53949|Dahlem||Michelsen@email.de|J|
Miehlich|Lisa|10.04.2007|Pflegeeltern|Frau||Miehlich|Katja|Herr||Miehlich|Jens|Kirchgasse 45|58791|Werdohl||Miehlich@email.de|J|jens.breitgraf@helbako.de
Miller|Kathrin, Katrin|28.06.2007|Eltern|Frau||Miller|Serife|Herr||Miller|Ahmet|Kleine Wallgasse 404|33775|Versmold||Miller@email.de|N|
Molitor|Barbara|26.01.2009|Eltern|Frau||Molitor|Cindy|Herr||Molitor|Ulrich|Koppenplatz 384|40723|Hilden||Molitor@email.de|J|
Möller|Vanessa|15.05.2010|Eltern|Frau||Möller|Marjan|Herr|Dr.|Möller|Ali|Alemannenallee 334|33739|Bielefeld||Möller@email.de|J|dr.abedpour@t-online.de
Möllmann|David|01.10.2008|Eltern|Frau||Möllmann|Nicole|Herr||Möllmann|Gerd|Schwarzer Weg 79|45772|Marl||Möllmann@email.de|J|
Momsen|Ralf|09.08.2005|Eltern|Frau||Momsen|Sakine|Herr||Momsen|Saaban|Schlegelstraße 107|40229|Düsseldorf||Momsen@email.de|J|
Mörchen|Philipp|01.09.2008|Eltern|Frau||Mörchen|Yvonne|Herr||Mörchen|Wiktor|Bukesweg 259|45257|Essen||Mörchen@email.de|J|
Mörchen-Womelsdorf|Diana|23.06.2010|Mutter|Frau||Mörchen-Womelsdorf|Anika|||||Ohmstraße 406|41542|Dormagen||Mörchen-Womelsdorf@email.de|J|
Mörchen-Womelsdorf|Diana|23.06.2010|Vater|Herr||Mörchen-Womelsdorf|Carsten|||||Ohmstraße 406|41542|Dormagen||Mörchen-Womelsdorf@email.de|J|
Müller|Jan|23.12.2004|Mutter|Frau||Müller|Panagiota|||||Spreegäßlein 318|44309|Dortmund||Müller@email.de|J|
Müller|Jan|23.12.2004|Vater|Herr||Müller|Vasilios|||||Spreegäßlein 318|44309|Dortmund||Müller@email.de|J|
Mund|Tanja|01.05.2008|Eltern|Frau||Mund|Maria|Herr||Mund|Patrick|Strandweg 218|40545|Düsseldorf||Mund@email.de|J|
Naundorf|Anke|12.11.2003|Schülerin ist volljährig|Frau||Naundorf|Anke|||||Kleine Scheunenquergasse 385|42853|Remscheid|||J|
Naundorf|Anke|12.11.2003|Mutter|Frau||Naundorf|Valentina|||||Kleine Scheunenquergasse 385|42853|Remscheid||Naundorf@email.de|J|
Neuendorff|Leon|16.06.2004|Eltern|Frau||Neuendorff|Silke|Herr||Neuendorff|Dirk|Sebastiankirch-Gasse 326|32816|Schieder-Schwalenberg||Neuendorff@email.de|J|
Neumann|Andreas|07.08.2008|Eltern|Frau||Neumann|Mona|Herr||Neumann|Michael|Schloßfreiheit 39|59929|Brilon||Neumann@email.de|J|
Niederschlag|Daniel|07.03.2009|Eltern|Frau||Niederschlag|Arzunur|Herr||Niederschlag|Mehmet|Buschdorfer Straße 54|40670|Meerbusch||Niederschlag@email.de|J|
Niehaus|Phillipp|28.07.2004|Eltern|Frau||Niehaus|Nadja|Herr||Niehaus|Damir|Schäfergasse 72|45481|Mülheim||Niehaus@email.de|J|
Niehues-Schütte|Jana|19.01.2006|Gasteltern Austauschschüler|Frau||Niehues-Schütte|Hilal|Herr||Niehues-Schütte|Hicret|Marktplatz 121|40883|Ratingen||Niehues-Schütte@email.de|J|
Nommsen|Mario|05.02.2006|Eltern|Frau||Nommsen|Fatma|Herr||Nommsen|Ramazan|Kleine Wallgasse 45|33615|Bielefeld||Nommsen@email.de|J|
Nommsen|Christin|11.08.2008|Eltern|Frau||Nommsen|Biljana|Herr||Nommsen|Michael|Brahestraße 395|42549|Velbert||Nommsen@email.de|J|michael.durchholz@finct.de
Noostny|Ralph|01.02.2007|Eltern|Frau||Noostny|Tanja|Herr||Noostny|Dietmar|Schillingstraße 493|42115|Wuppertal||Noostny@email.de|J|Dietmar_Kern@eb.de
Nöthlich|Claudia|03.06.2007|Eltern|Frau||Nöthlich|Birgit|Herr||Nöthlich|Pedro Michael|Adenauerdamm 354|46485|Wesel||Nöthlich@email.de|J|pedro.faustmann@rub.de
Oelschlaeger|Jens|30.04.2003|Schüler ist volljährig|Herr||Oelschlaeger|Jens|||||Rießerseestraße 275|46354|Südlohn|||J|
Oelschlaeger|Jens|30.04.2003|Eltern|Frau||Oelschlaeger|Nicole|Herr||Oelschlaeger|Andreas|Rießerseestraße 275|46354|Südlohn||Oelschlaeger@email.de|J|
Oertzen|Matthias|19.07.2009|Eltern|Frau||Oertzen|Sarah|Herr||Oertzen|Jürgen|Straße zur Gaststätte Müggelseeperle 59|48351|Everswinkel||Oertzen@email.de|J|hoffmannju@me.com
Oestermann|Dennis|28.07.2007|Eltern|Frau||Oestermann|Danijela|Herr||Oestermann|Predrag|Goerdelerdamm 365|59469|Ense||Oestermann@email.de|J|paunovicpreddrag@aol.com
Ohlschläger|Jessica|04.11.2010|Eltern|Frau||Ohlschläger|Sabine|Herr||Ohlschläger|Thorsten|Schmidstraße 304|36251|Ludwigsau||Ohlschläger@email.de|J|verhufen74@gmail.com
Oliver|Katja|19.06.2008|Eltern|Frau||Oliver|Yvonne|Herr||Oliver|Dirk|Ernst-Reuter-Platz 330|44629|Herne||Oliver@email.de|J|
Öllrich|Katja|24.11.2010|Eltern|Frau||Öllrich|Simone|Herr||Öllrich|Martin|Schustergasse 411|52538|Gangelt||Öllrich@email.de|J|martin.freise01@gmail.com
Onckels|Sabrina|09.12.2003|Eltern|Frau||Onckels|Nina|Herr||Onckels|Peter|Breitscheidplatz 421|47506|Neukirchen-Vluyn||Onckels@email.de|J|
Ottens|Juliane|08.01.2010|Eltern|Frau||Ottens|Tülün|Herr||Ottens|Cihat|Mariannenstraße 147|53757|Sankt Augustin||Ottens@email.de|J|cihatucar@online.de
Ottens|Petra|20.02.2010|Eltern|Frau||Ottens|Simone|Herr||Ottens|René|Fasanenstraße 85|40212|Düsseldorf||Ottens@email.de|J|rene.kindler@email.de
Pauli|Bernd|22.06.2004|Eltern|Frau||Pauli|Beate|Herr||Pauli|Dirk|Bellevuestraße 401|53225|Bonn||Pauli@email.de|J|
Peter|Benjamin|23.07.2004|Eltern|Frau||Peter|Maria|Herr||Peter|Patrick|Apelstraße 377|59348|Lüdinghausen||Peter@email.de|J|
Petersdatter|Jessica|07.08.2010|Eltern|Frau||Petersdatter|Nuray|Herr||Petersdatter|Özay|Adlerhorst 117|50129|Bergheim||Petersdatter@email.de|J|
Pfirrmann|Petra|07.08.2004|Eltern|Frau||Pfirrmann|Birgit|Herr||Pfirrmann|Olaf|Schmale Gasse 323|46399|Bocholt||Pfirrmann@email.de|J|
Pick|Uwe|18.02.2010|Eltern|Frau||Pick|Jana|Herr||Pick|Dan|Schillerplatz 234|52351|Düren||Pick@email.de|J|dan.muench@gmx.de
Plogen|Andreas|13.09.2004|Eltern|Frau||Plogen|Petra|Herr||Plogen|Torsten|Dahrendorfzeile 395|51688|Wipperfürth||Plogen@email.de|J|
Pogalis|Sabrina|03.10.2004|Eltern|Frau||Pogalis|Anastasia|Herr||Pogalis|Andreas|Karlstraße 435|45470|Mülheim||Pogalis@email.de|J|
Pohlmann|Jana|12.03.2009|Eltern|Frau||Pohlmann|Jennifer|Herr||Pohlmann|Christian|Siropsgasse 20|45659|Recklinghausen||Pohlmann@email.de|J|cpahl21@googlemail.com
Polzer|Kristian|07.03.2005|Eltern|Frau||Polzer|Natalia|Herr||Polzer|Nigeria|Nobels Hof 60|44797|Bochum||Polzer@email.de|J|
Porselt|Ulrike|24.02.2008|Eltern|Frau||Porselt|Filiz|Herr||Porselt|Hakki|Kronenstraße 463|47137|Duisburg||Porselt@email.de|J|
Prillwitz|Marko|30.03.2007|Eltern|Frau||Prillwitz|Heike|Herr||Prillwitz|Thomas|Rathausstraße 489|42555|Velbert||Prillwitz@email.de|J|
Puterer|Matthias|16.01.2005|Eltern|Frau||Puterer|Nina|Herr||Puterer|Mike|Schreberplatz 404|47509|Rheurdt||Puterer@email.de|J|
Puterer|Mathias|12.09.2006|Eltern|Frau||Puterer|Andrea|Herr||Puterer|André|Marienwerderweg 256|50969|Köln||Puterer@email.de|J|andre@grimmert.de
Rathjen|Ralf|24.06.2006|Eltern|Frau||Rathjen|Anja|Herr||Rathjen|Holger|Mozartstraße 233|40239|Düsseldorf||Rathjen@email.de|J|hd@hdimmobilie.de
Rau|Kathrin, Katrin|05.01.2007|Eltern|Frau||Rau|Tenzile|Herr||Rau|Ramazan|St. Wolfgang-Straße 140|32469|Petershagen||Rau@email.de|J|
Ravendt|Thorsten|05.01.2010|Eltern|Frau||Ravendt|Zalina|Herr||Ravendt|Aslanbek|Kommandantenstraße 372|50739|Köln||Ravendt@email.de|J|
Ravioz|Gabriele|19.10.2010|Eltern|Frau||Ravioz|Andrea|Herr||Ravioz|Ralf|Lehmgasse 78|47624|Kevelaer||Ravioz@email.de|J|
Rebbereh|Max|06.09.2008|Eltern|Frau||Rebbereh|Tanja|Herr||Rebbereh|Dietmar|Elseneck 111|40474|Düsseldorf||Rebbereh@email.de|J|
Recken|Jennifer|13.05.2009|Eltern|Frau||Recken|Malgorzata|Herr||Recken|Rafal|Eichenallee 187|47226|Duisburg||Recken@email.de|J|
Reichenstein|Jessika|02.11.2008|Eltern|Frau||Reichenstein|Elke|Herr||Reichenstein|Wolfgang|Mandrellaplatz 203|59302|Oelde||Reichenstein@email.de|J|
Reinking|Florian|12.11.2003|Schüler ist volljährig|Herr||Reinking|Florian|||||Finkenschlag 491|49536|Lienen|||J|
Reinking|Florian|12.11.2003|Eltern|Frau||Reinking|Eilf|Herr||Reinking|Serdal|Finkenschlag 491|49536|Lienen||Reinking@email.de|J|
Rennerich|Sophie|10.01.2008|Eltern|Frau||Rennerich|U. Nilüfer|Herr||Rennerich|Hüseyin|Braunsche Privatstraße 197|58638|Iserlohn||Rennerich@email.de|J|h.sahin284@t-online.de
Reuner|Sarah|15.05.2005|Eltern|Frau||Reuner|Filiz|Herr||Reuner|Hakki|Müggelheimer Damm 185|48151|Münster||Reuner@email.de|J|
Richardi|Robert|31.01.2011|Eltern|Frau||Richardi|Seval|Herr||Richardi|Servet|Bischofstaler Straße 109|40472|Düsseldorf||Richardi@email.de|J|
Rickends|Christine|05.05.2007|Eltern|Frau||Rickends|Christina|Herr||Rickends|Hakan|Erwin-Bock-Straße 184|57258|Freudenberg||Rickends@email.de|J|
Riddlesdale|Christian|22.01.2006|Eltern|Frau||Riddlesdale|Dagmar|Herr||Riddlesdale|Knut|Neben dem Rathause 374|50737|Köln||Riddlesdale@email.de|J|kschikschneit@web.de
Rieck|Gabriele|22.10.2003|Schülerin ist volljährig|Frau||Rieck|Gabriele|||||Rohrwallallee 458|48145|Münster|||J|
Rieck|Gabriele|22.10.2003|Eltern|Frau||Rieck|Agnieszka|Herr||Rieck|Robert|Rohrwallallee 458|48145|Münster||Rieck@email.de|J|
Riekend|Stephanie|23.10.2004|Eltern|Frau||Riekend|Danijela|Herr||Riekend|Predrag|Biebersdorfer Weg 392|53937|Schleiden||Riekend@email.de|J|
Ringer|Janina|13.10.2007|Eltern|Frau||Ringer|Annika|Herr||Ringer|Thomas|Marienwerderweg 243|48151|Münster||Ringer@email.de|J|tk@kauls-gmbh.de
Ristow|Anne|05.02.2010|Eltern|Frau||Ristow|Ngoc Hang|Herr||Ristow|Martin|Odernheimer Straße 85|46509|Xanten||Ristow@email.de|J|martin.scheffer@web.de
Röchling|Jana|01.09.2006|Eltern|Frau||Röchling|Susanne|Herr||Röchling|Pasquale|Schustergasse 189|47269|Duisburg||Röchling@email.de|J|pasquale.delbuono@freenet.de
Roßbecher|Christin|16.02.2006|Eltern|Frau||Roßbecher|Alesya|Herr||Roßbecher|Max|Augsburger Straße 119|58256|Ennepetal||Roßbecher@email.de|J|
Roßbecher|Ralph|22.08.2007|Eltern|Frau||Roßbecher|Nicole|Herr||Roßbecher|Steve|Kirchhofs-Straße 295|52070|Aachen||Roßbecher@email.de|J|
Rötger|Thomas|05.07.2007|Eltern|Frau||Rötger|Yvonne|Herr||Rötger|Andreas|Cardinalstraße 394|52511|Geilenkirchen||Rötger@email.de|J|
Roth|Mario|12.02.2009|Eltern|Frau||Roth|Andrea|Herr||Roth|Oliver|Gutenbergplatz 134|59555|Lippstadt||Roth@email.de|J|oliverberghoff@htm-velbert.de
Röttger|Sarah|22.03.2005|Eltern|Frau||Röttger|Susanne|Herr||Röttger|Hans-Joachim|Bahnhofstraße 95|45276|Essen||Röttger@email.de|J|
Rück|Sebastian|13.01.2007|Mutter|Frau||Rück|Gabriele|||||Bernhard-Lichtenberg-Straße 141|40229|Düsseldorf||Rück@email.de|J|
Rumpschlag|Markus|15.08.2003|Schüler ist volljährig|Herr||Rumpschlag|Markus|||||Branitzer Platz 333|41352|Korschenbroich|||J|
Rumpschlag|Markus|15.08.2003|Mutter|Frau||Rumpschlag|Irina|||||Branitzer Platz 333|41352|Korschenbroich||Rumpschlag@email.de|J|
Russell|Jessika|27.03.2005|Eltern|Frau||Russell|Danuta|Herr||Russell|Klaus|Am Steilhang 79|57319|Bad Berleburg||Russell@email.de|J|
Russell|Patrick|08.04.2005|Mutter|Frau||Russell|Svenja|||||Altgrabauer Straße 23|42553|Velbert||Russell@email.de|J|
Russell|Patrick|08.04.2005|Vater|Herr||Russell|Kai|||||Altgrabauer Straße 23|42553|Velbert||Russell@email.de|J|
Rutzky|Jörg|27.08.2008|Eltern|Frau||Rutzky|Corinna|Herr||Rutzky|Ralf|Sportpromenade 90|48691|Vreden||Rutzky@email.de|J|
Ryll|Mario|27.11.2003|Eltern|Frau||Ryll|Yeliz|Herr||Ryll|Engin|Myliusgarten 80|47226|Duisburg||Ryll@email.de|J|
Saam|Doreen|23.10.2010|Mutter|Frau||Saam|Sandra|||||Koppenplatz 33|33129|Delbrück||Saam@email.de|J|
Saam|Doreen|23.10.2010|Vater|Herr||Saam|Christopher|||||Koppenplatz 33|33129|Delbrück||Saam@email.de|J|
Saint|Martina|05.07.2009|Mutter|Frau||Saint|Rajbir|||||Eschenallee 435|58339|Breckerfeld||Saint@email.de|J|
Salge|Jennifer|01.09.2006|Eltern|Frau||Salge|Ayse|Herr||Salge|Osman|Flakenseestraße 98|45131|Essen||Salge@email.de|J|
Sammet|Felix|16.12.2006|Eltern|Frau||Sammet|Thanaa|Herr||Sammet|Rojeh|Tegernseestraße 334|52441|Linnich||Sammet@email.de|J|
Samson-Himmelstjerna|Niklas|14.05.2009|Gasteltern Austauschschüler|Frau||Samson-Himmelstjerna|Selma|Herr||Samson-Himmelstjerna|Murat|Gierkezeile 175|40625|Düsseldorf||Samson-Himmelstjerna@email.de|J|
Sanders|Sabrina|28.02.2008|Eltern|Frau||Sanders|Jamila|Herr||Sanders|Mustafa|Möllhausenufer 33|46244|Bottrop||Sanders@email.de|J|
Saßmannshausen|Anja|08.09.2006|Eltern|Frau||Saßmannshausen|Emanuela|Herr||Saßmannshausen|Thomas|Flakenseestraße 394|47058|Duisburg||Saßmannshausen@email.de|J|
Sauvain|Dennis|19.07.2007|Eltern|Frau||Sauvain|Yesire|Herr||Sauvain|Murat|Otto-Krüger-Zeile 254|50939|Köln||Sauvain@email.de|J|
Schassen|David|29.10.2006|Eltern|Frau||Schassen|Nicole|Herr||Schassen|Thomas|Bayernallee 322|33034|Brakel||Schassen@email.de|J|lange.thomas@unitybox.de
Schauster|Uwe|25.10.2007|Eltern|Frau||Schauster|Uta-Maria|Herr|Dr.|Schauster|Sebastian|Becherbacher Straße 194|12205|Berlin-Lichtenfelde||Schauster@email.de|J|Sebastian.Schluecker@UNI-DUE.DE
